Kind,Name,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountDeclClass,CountDeclFile,CountLineCode
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractor.getShortDescription",3,0.00,,,,,,,,17
Private Method,"org.springframework.boot.configurationmetadata.DescriptionExtractor.removeSpaceBetweenLine",2,0.00,,,,,,,,8
Public Class,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests",,0.14,1,6,6,3,0,,,37
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests.extractShortDescription",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests.extractShortDescriptionNewLineBeforeDot",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests.extractShortDescriptionNewLineBeforeDotWithSpaces",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests.extractShortDescriptionNoDot",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests.extractShortDescriptionNoDotMultipleLines",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationmetadata.DescriptionExtractorTests.extractShortDescriptionNull",1,0.00,,,,,,,,4
Public Class,"org.springframework.boot.configurationmetadata.Hints",,1.89,1,4,4,4,75,,,18
Public Method,"org.springframework.boot.configurationmetadata.Hints.getKeyHints",1,2.33,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.Hints.getKeyProviders",1,2.33,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.Hints.getValueHints",1,2.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.Hints.getValueProviders",1,2.00,,,,,,,,3
Class,"org.springframework.boot.configurationmetadata.JsonReader",,0.04,1,10,10,23,70,,,161
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseAllHints",3,0.00,,,,,,,,13
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseAllItems",3,0.00,,,,,,,,13
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseAllSources",3,0.00,,,,,,,,13
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseDeprecation",3,0.00,,,,,,,,11
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseHint",7,0.00,,,,,,,,36
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseItem",1,0.00,,,,,,,,14
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.parseSource",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.configurationmetadata.JsonReader.read",4,0.00,,,,,,,,19
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.readItemValue",3,0.00,,,,,,,,11
Private Method,"org.springframework.boot.configurationmetadata.JsonReader.readJson",2,0.00,,,,,,,,15
Public Class,"org.springframework.boot.configurationmetadata.JsonReaderTests",,0.04,2,8,8,17,88,,,126
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.deprecatedMetadata",1,0.00,,,,,,,,24
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.emptyGroupName",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.emptyMetadata",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.invalidMetadata",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.metadataHints",1,0.00,,,,,,,,24
Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.readFor",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.rootMetadata",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationmetadata.JsonReaderTests.simpleMetadata",1,0.00,,,,,,,,40
Class,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata",,0.24,1,6,7,7,67,,,51
Constructor,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.RawConfigurationMetadata",2,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.getHints",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.getItems",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.getSource",3,0.00,,,,,,,,8
Public Method,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.getSources",1,0.00,,,,,,,,3
Private Static Method,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.hasLength",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationmetadata.RawConfigurationMetadata.resolveName",4,0.38,,,,,,,,16
Public Class,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository",,0.30,1,7,7,11,29,,,74
Public Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.add",4,0.29,,,,,,,,14
Public Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.add",2,0.86,,,,,,,,7
Public Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.getAllGroups",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.getAllProperties",2,0.00,,,,,,,,8
Private Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.getGroup",3,0.00,,,,,,,,11
Public Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.include",5,0.30,,,,,,,,20
Private Generic Method,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.putIfAbsent",2,0.00,,,,,,,,5
Generic Parameter,"org.springframework.boot.configurationmetadata.SimpleConfigurationMetadataRepository.putIfAbsent.V",,,1,0,0,0,0,,,
Public Class,"org.springframework.boot.configurationmetadata.ValueHint",,0.72,1,7,7,3,62,,,29
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.getDescription",1,1.67,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.getShortDescription",1,1.67,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.getValue",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.setDescription",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.setShortDescription",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.setValue",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueHint.toString",1,0.00,,,,,,,,5
Public Class,"org.springframework.boot.configurationmetadata.ValueProvider",,0.95,1,4,4,5,38,,,19
Public Method,"org.springframework.boot.configurationmetadata.ValueProvider.getName",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueProvider.getParameters",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueProvider.setName",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationmetadata.ValueProvider.toString",1,0.00,,,,,,,,5
Package,"org.springframework.boot.configurationprocessor",,0.14,,177,186,,,16,10,2045
Public Class,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor",,0.03,2,30,30,38,85,,,338
Protected Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.configurationPropertiesAnnotation",1,0.00,,,,,,,,3
Protected Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.deprecatedConfigurationPropertyAnnotation",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.getAnnotation",4,0.00,,,,,,,,10
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.getAnnotationElementValues",2,0.00,,,,,,,,9
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.getItemDeprecation",4,0.00,,,,,,,,13
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.getPrefix",3,0.00,,,,,,,,12
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.getStackTrace",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.getSupportedSourceVersion",1,0.00,,,,,,,,4
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.hasAnnotation",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.hasLombokSetter",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.init",2,0.00,,,,,,,,16
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.isDeprecated",3,0.00,,,,,,,,10
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.isElementDeprecated",1,0.00,,,,,,,,4
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.isLombokField",1,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.isNested",2,0.00,,,,,,,,8
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.log",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.logWarning",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.mergeAdditionalMetadata",4,0.06,,,,,,,,18
Protected Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.nestedConfigurationPropertyAnnotation",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.process",5,0.05,,,,,,,,22
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processAnnotatedTypeElement",1,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processElement",5,0.00,,,,,,,,19
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processExecutableElement",4,0.00,,,,,,,,23
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processNestedLombokTypes",3,0.00,,,,,,,,11
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processNestedType",3,0.00,,,,,,,,17
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processNestedTypes",2,0.00,,,,,,,,11
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processSimpleLombokTypes",5,0.00,,,,,,,,28
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processSimpleTypes",4,0.00,,,,,,,,28
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.processTypeElement",1,0.00,,,,,,,,10
Protected Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessor.writeMetaData",2,0.00,,,,,,,,9
Public Class,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests",,0.03,1,52,52,79,94,,,650
Private Static Class,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.AdditionalMetadata",,0.00,1,0,0,0,0,,,2
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.assertSimpleLombokProperties",1,0.00,,,,,,,,13
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.boxingOnSetter",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.builderPojo",1,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.compile",1,0.00,,,,,,,,6
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.createAdditionalMetadataFile",1,0.00,,,,,,,,8
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.createCompiler",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.deprecatedMethodConfig",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.deprecatedMethodConfigOnClass",1,0.00,,,,,,,,15
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.deprecatedOnUnrelatedSetter",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.deprecatedProperties",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.doubleRegistration",1,0.00,,,,,,,,9
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.emptyTypeMethodConfig",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.excludedTypesPojo",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.genericTypes",1,0.00,,,,,,,,25
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.hierarchicalProperties",1,0.00,,,,,,,,13
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.incrementalBuild",1,0.00,,,,,,,,28
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.incrementalBuildAnnotationRemoved",1,0.08,,,,,,,,13
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.incrementalBuildTypeRenamed",1,0.00,,,,,,,,21
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.innerClassAnnotatedGetterConfig",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.innerClassProperties",1,0.00,,,,,,,,21
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.innerClassRootConfig",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.invalidAccessor",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.invalidDoubleRegistration",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.invalidMethodConfig",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.lombokDataProperties",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.lombokExplicitProperties",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.lombokInnerClassProperties",1,0.29,,,,,,,,21
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.lombokSimpleProperties",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergeExistingPropertyDefaultValue",1,0.00,,,,,,,,11
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergeExistingPropertyDeprecation",1,0.00,,,,,,,,13
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergeExistingPropertyDeprecationOverride",1,0.00,,,,,,,,13
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergeExistingPropertyDescription",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergeOfInvalidAdditionalMetadata",1,0.00,,,,,,,,8
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergingOfAdditionalDeprecation",1,0.00,,,,,,,,9
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergingOfAdditionalMetadata",1,0.00,,,,,,,,24
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergingOfAdditionalProperty",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergingOfHintWithNonCanonicalName",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergingOfHintWithProvider",1,0.00,,,,,,,,17
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.mergingOfSimpleHint",1,0.00,,,,,,,,13
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.methodAndClassConfig",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.nestedClassChildProperties",1,0.00,,,,,,,,18
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.notAnnotated",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.parseCollectionConfig",1,0.13,,,,,,,,16
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.simpleMethodConfig",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.simplePrefixValueProperties",1,0.00,,,,,,,,8
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.simpleProperties",1,0.00,,,,,,,,16
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.simpleTypeProperties",1,0.00,,,,,,,,41
Public Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.singleDeprecatedProperty",1,0.00,,,,,,,,12
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.writeAdditionalHints",1,0.00,,,,,,,,7
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.writeAdditionalMetadata",2,0.00,,,,,,,,11
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.writeMetadata",1,0.00,,,,,,,,9
Private Method,"org.springframework.boot.configurationprocessor.ConfigurationMetadataAnnotationProcessorTests.writePropertyDeprecation",6,0.00,,,,,,,,26
Public Final Class,"org.springframework.boot.configurationprocessor.Metadata",,0.02,1,1,8,5,0,,,300
Private Static Class,"org.springframework.boot.configurationprocessor.Metadata.ItemHintProviderCondition",,0.00,2,3,3,8,11,,,42
Constructor,"org.springframework.boot.configurationprocessor.Metadata.ItemHintProviderCondition.ItemHintProviderCondition",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.configurationprocessor.Metadata.ItemHintProviderCondition.createDescription",3,0.00,,,,,,,,11
Public Method,"org.springframework.boot.configurationprocessor.Metadata.ItemHintProviderCondition.matches",6,0.00,,,,,,,,19
Private Static Class,"org.springframework.boot.configurationprocessor.Metadata.ItemHintValueCondition",,0.00,2,3,3,5,0,,,37
Constructor,"org.springframework.boot.configurationprocessor.Metadata.ItemHintValueCondition.ItemHintValueCondition",1,0.00,,,,,,,,6
Private Method,"org.springframework.boot.configurationprocessor.Metadata.ItemHintValueCondition.createDescription",3,0.00,,,,,,,,11
Public Method,"org.springframework.boot.configurationprocessor.Metadata.ItemHintValueCondition.matches",4,0.00,,,,,,,,15
Private Constructor,"org.springframework.boot.configurationprocessor.Metadata.Metadata",1,0.00,,,,,,,,2
Public Static Class,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition",,0.00,2,11,11,11,39,,,82
Public Constructor,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.MetadataHintCondition",1,0.00,,,,,,,,5
Public Constructor,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.MetadataHintCondition",1,0.00,,,,,,,,8
Private Generic Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.add",1,0.00,,,,,,,,5
Generic Parameter,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.add.T",,,1,0,0,0,0,,,
Private Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.createDescription",3,0.00,,,,,,,,11
Private Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.getFirstHintWithName",3,0.00,,,,,,,,9
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.matches",2,0.00,,,,,,,,9
Private Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.matches",3,0.00,,,,,,,,9
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.withProvider",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.withProvider",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.withProvider",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataHintCondition.withValue",1,0.00,,,,,,,,7
Public Static Class,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition",,0.00,2,12,12,9,26,,,114
Public Constructor,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.MetadataItemCondition",1,0.00,,,,,,,,3
Public Constructor,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.MetadataItemCondition",1,0.00,,,,,,,,12
Private Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.createDescription",6,0.00,,,,,,,,20
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.fromSource",1,0.00,,,,,,,,4
Private Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.getFirstItemWithName",3,0.00,,,,,,,,9
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.matches",8,0.00,,,,,,,,30
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.ofType",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.ofType",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.withDefaultValue",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.withDeprecation",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.withDescription",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.Metadata.MetadataItemCondition.withNoDeprecation",1,0.00,,,,,,,,4
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withGroup",1,0.00,,,,,,,,3
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withGroup",1,0.00,,,,,,,,3
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withGroup",1,0.00,,,,,,,,3
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withHint",1,0.00,,,,,,,,3
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withProperty",1,0.00,,,,,,,,3
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withProperty",1,0.00,,,,,,,,3
Public Static Method,"org.springframework.boot.configurationprocessor.Metadata.withProperty",1,0.00,,,,,,,,3
Public Class,"org.springframework.boot.configurationprocessor.MetadataCollector",,0.20,1,9,9,14,76,,,66
Public Constructor,"org.springframework.boot.configurationprocessor.MetadataCollector.MetadataCollector",1,0.83,,,,,,,,6
Public Method,"org.springframework.boot.configurationprocessor.MetadataCollector.add",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationprocessor.MetadataCollector.deletedInCurrentBuild",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.MetadataCollector.getMetadata",5,0.00,,,,,,,,15
Public Method,"org.springframework.boot.configurationprocessor.MetadataCollector.hasSimilarGroup",4,0.00,,,,,,,,13
Private Method,"org.springframework.boot.configurationprocessor.MetadataCollector.markAsProcessed",2,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.MetadataCollector.processedInCurrentBuild",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationprocessor.MetadataCollector.processing",2,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.MetadataCollector.shouldBeMerged",1,0.00,,,,,,,,5
Public Class,"org.springframework.boot.configurationprocessor.MetadataStore",,0.11,1,8,8,14,50,,,75
Public Constructor,"org.springframework.boot.configurationprocessor.MetadataStore.MetadataStore",1,0.00,,,,,,,,3
Private Method,"org.springframework.boot.configurationprocessor.MetadataStore.createMetadataResource",1,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.MetadataStore.getAdditionalMetadataStream",4,0.13,,,,,,,,16
Private Method,"org.springframework.boot.configurationprocessor.MetadataStore.getMetadataResource",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.configurationprocessor.MetadataStore.readAdditionalMetadata",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.configurationprocessor.MetadataStore.readMetadata",2,0.00,,,,,,,,8
Private Method,"org.springframework.boot.configurationprocessor.MetadataStore.readMetadata",3,0.00,,,,,,,,17
Public Method,"org.springframework.boot.configurationprocessor.MetadataStore.writeMetadata",2,0.00,,,,,,,,11
Public Class,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor",,0.17,3,6,6,11,67,,,47
Public Constructor,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor.TestConfigurationMetadataAnnotationProcessor",1,0.00,,,,,,,,3
Protected Method,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor.configurationPropertiesAnnotation",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor.deprecatedConfigurationPropertyAnnotation",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor.getMetadata",1,0.00,,,,,,,,3
Protected Method,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor.nestedConfigurationPropertyAnnotation",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.configurationprocessor.TestConfigurationMetadataAnnotationProcessor.writeMetaData",3,0.00,,,,,,,,19
Public Class,"org.springframework.boot.configurationprocessor.TestProject",,0.44,1,14,16,26,81,,,98
Public Constructor,"org.springframework.boot.configurationprocessor.TestProject.TestProject",1,0.00,,,,,,,,13
Anonymous Class,"org.springframework.boot.configurationprocessor.TestProject.TestProject.(Anon_1)",,0.00,2,1,1,3,0,,,5
Protected Method,"org.springframework.boot.configurationprocessor.TestProject.TestProject.(Anon_1).getSourceFolder",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.TestProject.add",1,1.25,,,,,,,,4
Public Method,"org.springframework.boot.configurationprocessor.TestProject.addSourceCode",1,0.55,,,,,,,,11
Private Method,"org.springframework.boot.configurationprocessor.TestProject.copySources",2,0.00,,,,,,,,5
Private Method,"org.springframework.boot.configurationprocessor.TestProject.copySources",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.configurationprocessor.TestProject.delete",1,0.80,,,,,,,,5
